4:14	idhz				Comment Timothée a-t-il reçu le don spirituel qu'il avait ?	Le don a été donné à Timothée par la prophétie, avec l'imposition des mains des anciens.

4:16	xnxk				Si Timothée poursuit fidèlement sa vie et son enseignement, qui sera sauvé ?	Timothy sauvera à la fois lui-même et ses auditeurs.

5:1	d0jx				Comment Paul a-t-il dit à Timothée de traiter un homme plus âgé dans l'église ?	Paul a dit à Timothée de l'exhorter comme s'il était un père.

5:4	mqds				Que doivent faire les enfants et petits-enfants d'une veuve pour elle ?	Les enfants et petits-enfants doivent rendre la pareille à leurs parents et prendre soin d'elle.

5:8	t8er				Qu'a fait quelqu'un qui ne prend pas soin de ceux de sa propre maison ?	Il a renié la foi et est pire qu'un incroyant.

5:10	uzgg				Pour quoi une veuve devrait-elle être connue ?	Une veuve doit être attestée pour ses bonnes œuvres.

5:11	qnfu				Pourquoi l'église ne devrait-elle pas inscrire les jeunes veuves sur la liste des personnes dont elle doit s'occuper ?	Ces jeunes veuves voudront plus tard se marier.

5:14	ub6k				Que veut Paul que les jeunes femmes fassent ?	Paul veut que les jeunes femmes se marient, aient des enfants et gèrent un foyer.

5:17	ev62				Que faire pour les anciens qui dirigent bien ?	Les aînés qui dirigent bien devraient être considérés comme dignes d'un double honneur.

5:19	umc7				Quelles conditions doivent être réunies avant que quelqu'un n'accuse un aîné ?	Il doit y avoir deux ou trois témoins lorsque quelqu'un accuse un ancien.

5:21	ptdz				De quelle manière Paul ordonne-t-il à Timothée de veiller à respecter ces règles ?	Paul ordonne à Timothée de veiller à respecter ces règles sans favoritisme.

5:24	ipho				Quand les péchés des gens deviennent-ils connus ?	Les péchés de certaines personnes sont évidents, mais les péchés des autres ne sont pas connus avant le jugement.

6:1	c373				Comment Paul a-t-il dit que les esclaves devaient considérer leurs maîtres ?	Paul a dit que les esclaves devaient considérer leurs maîtres comme dignes de tout honneur.

6:4	o81w				Quel genre de personne rejette les paroles saines et l'enseignement pieux ?	La personne qui rejette les paroles saines et l'enseignement pieux s'enfle d'orgueil et ne comprend rien.

6:6	jxrb				Qu'est-ce que Paul appelle un grand gain ?	Paul dit que la piété avec le contentement est un grand gain.

6:7	hvug				Qu'avons-nous apporté dans ce monde, et que pouvons-nous emporter avec nous lorsque nous le quittons ?	Nous n'avons rien apporté au monde et ne pouvons rien en retirer.

6:8	rdgo				De quoi devrions-nous nous contenter dans ce monde ?	Nous devrions être satisfaits d'avoir de la nourriture et des vêtements.

6:9	fdi9				Dans quoi tombent ceux qui désirent devenir riches ?	Ceux qui désirent devenir riches tombent dans la tentation et dans un piège.

6:10	tce6				Quelle est la racine de toutes les sortes de mal ?	L'amour de l'argent est la racine de toutes sortes de maux.

6:10	hb21				Qu'est-il arrivé à certains qui ont aimé l'argent ?	Certains qui ont aimé l'argent ont été détournés de la foi.

6:12	g2dg				Quel combat Paul dit que Timothée doit mener ?	Paul dit que Timothée doit combattre le bon combat de la foi.

6:16	dw42				Où Dieu habite-t-il ?	Dieu habite dans une lumière inaccessible.

6:17	avt4				Pourquoi le riche devrait-il espérer en Dieu et non dans des richesses incertaines ?	Les riches doivent espérer en Dieu car il nous fournit tout ce dont nous jouissons.

6:19	kgm1				Ceux qui sont riches en bonnes œuvres font quoi pour eux-mêmes ?	Ceux qui sont riches en bonnes œuvres s'assurent un bon fondement et saisissent la vie authentique.

6:20	jsbo				Enfin, que dit Paul à Timothée de faire avec les choses qui lui ont été données ?	Paul dit à Timothée de garder ce qui lui a été confié.
