1:35	gpsc				Comment l'ange a-t-il dit que cela se produirait puisque Marie était vierge ?	L'ange a dit que l'Esprit Saint viendrait sur Marie et que la puissance du Très-Haut la couvrirait de son ombre.

1:35	jxtb				L'ange a dit que ce saint enfant serait le fils de qui ?	L'ange a dit que l'enfant serait appelé le Fils de Dieu.

1:37	muvo				Qu'est-ce que l'ange a dit qui n'est pas impossible pour Dieu ?	Toute parole n'est pas impossible pour Dieu.

1:41	ln0x				Lorsque Marie a salué Elisabeth, qu'a fait le bébé d'Elisabeth ?	Le bébé a bondi de joie dans son ventre.

1:42	nyxb				Qui a été béni, selon Elizabeth ?	Élisabeth a dit que Marie et son bébé étaient bénis.

1:54	bf4d				Pourquoi Dieu a-t-il aidé son serviteur Israël ?	Dieu s'est souvenu de sa miséricorde.

1:59	so1w				Le jour de la circoncision, comment aurait-on normalement appelé le fils d'Elisabeth ?	Normalement, ils l'auraient appelé Zacharie, comme son père.

1:63	opls				Qu'a écrit Zacharie lorsqu'on lui a demandé quel devait être le nom de l'enfant ?	Zacharie a écrit : "Son nom est Jean."

1:64	yzdk				Qu'est-il arrivé à Zacharie immédiatement après qu'il ait écrit le nom de l'enfant ?	Immédiatement après avoir écrit le nom de l'enfant, Zacharie a parlé et a loué Dieu.

1:66	hn4h				À cause de tous ces événements, qu'est-ce que tout le monde a réalisé à propos de l'enfant ?	Ils ont compris que la main du Seigneur était avec lui.

1:68	hv8v				Qu'est-ce que Dieu a accompli qui a poussé Zacharie à louer Dieu ?	Dieu avait maintenant accompli la rédemption pour son peuple.

1:77	der1				Qu'est-ce que Zacharie a prophétisé que son enfant Jean aiderait le peuple à connaître ?	Jean aiderait les gens à savoir comment ils peuvent être sauvés par le pardon de leurs péchés.

1:80	jswc				Où Jean a-t-il grandi et vécu jusqu'à ce qu'il commence à apparaître en public ?	Jean a grandi et vécu dans le désert.

2:3	fd0v				Où les gens se rendaient-ils pour se faire recenser ?	Les gens se sont rendus dans leur propre ville pour se faire enregistrer.

2:4	o7h3				Pourquoi Joseph est-il allé à Bethléem avec Marie pour y être enregistré ?	Joseph et Marie sont allés à Bethléem parce que Joseph était un descendant de David.

2:7	bzmx				Lorsque Marie a donné naissance à son fils, où l'a-t-elle placé ?	Lorsque l'enfant est né, Marie l'a placé dans une crèche.

2:8	euif				Que faisaient les bergers cette nuit-là ?	Ils restaient à l'air libre et surveillaient leurs troupeaux.

2:9	e8sp				Comment les bergers ont-ils réagi lorsqu'ils ont vu l'ange ?	Les bergers ont eu très peur.

2:11	vzkf				Quelle bonne nouvelle l'ange a-t-il donnée aux bergers ?	L'ange a annoncé aux bergers que le Sauveur était né, celui qui est le Christ Seigneur.

2:15	kpya				Qu'est-ce que les bergers ont décidé de faire après que les anges les aient quittés ?	Les bergers décidèrent d'aller à Bethléem pour voir l'enfant qui venait de naître.

2:16	lk05				Qu'ont trouvé les bergers à Bethléem ?	Les bergers ont trouvé Marie et Joseph, et le bébé, qui était couché dans la crèche.

2:21	kk9x				Quand Jésus a-t-il été circoncis ?	Jésus a été circoncis le huitième jour après sa naissance.

2:22	rp5d				Pourquoi Joseph et Marie ont-ils apporté l'enfant Jésus au temple de Jérusalem ?	Ils l'ont amené au temple pour le présenter au Seigneur et pour offrir un sacrifice qui était commandé dans la loi de Moïse.

2:26	eh4j				Qu'est-ce que le Saint-Esprit a révélé à Siméon ?	Le Saint-Esprit a révélé à Siméon qu'il ne mourrait pas avant d'avoir vu le Christ du Seigneur.

2:32	ssnc				Qu'est-ce que Siméon a dit qu'il arriverait à Marie parce qu'elle était la mère de Jésus ?	Siméon a dit que Jésus serait une lumière pour la révélation des païens et la gloire du peuple de Dieu, Israël.

2:35	t21p				Qu'est-ce que Siméon a dit qu'il arriverait à Marie à cause de Jésus ?	Simeon a dit qu'une épée transpercerait sa propre âme.

2:38	c215				Qu'a fait la prophétesse Anna lorsqu'elle s'est approchée de Marie, Joseph et Jésus ?	Anna a commencé à remercier Dieu et à parler de l'enfant à tout le monde.

2:40	spq8				Qu'est-il arrivé à l'enfant Jésus après son retour à Nazareth ?	Jésus grandit et se fortifie, il devient de plus en plus sage, et la grâce de Dieu est sur lui.

2:44	twwk				Pourquoi les parents de Jésus n'ont-ils pas réalisé qu'il était resté à Jérusalem pendant la fête de la Pâque ?	Ils n'ont pas réalisé parce qu'ils ont supposé qu'il était dans le groupe qui voyageait avec eux.

2:46	umuq				Où ses parents ont-ils trouvé Jésus et que faisait-il ?	Ses parents l'ont trouvé dans le temple, assis au milieu des professeurs, les écoutant et leur posant des questions.

2:49	cp88				Qu'a répondu Jésus lorsque Marie lui a dit qu'ils l'avaient cherché avec anxiété ?	"Ne saviez-vous pas que je dois être dans la maison de mon Père ?"

2:51	n2aw				Quelle était l'attitude de Jésus envers ses parents lorsqu'ils sont retournés à Nazareth ?	Il les a subis.

2:52	zo9z				Lorsque Jésus a grandi, quel genre de jeune homme était-il ?	Il a grandi en sagesse et en stature, et a gagné la faveur de Dieu et des gens.

3:3	ccc7				Quel message Jean a-t-il prêché dans la région du Jourdain ?	Jean a prêché un baptême de repentance pour le pardon des péchés.

3:4	ep3t				Pour qui Jean a-t-il dit qu'il préparait le chemin ?	Jean a dit qu'il préparait le chemin du Seigneur.

3:8	hnfb				Qu'est-ce que Jean a dit aux gens de faire au lieu de se fier au fait qu'Abraham était leur père ?	Jean leur a dit de produire des fruits qui proviennent de la repentance.

3:9	az6s				Selon Jean, qu'arrive-t-il à l'arbre qui ne produit pas de bons fruits ?	John a dit qu'elle est coupée et jetée au feu.

3:13	r6m1				Qu'est-ce que Jean a dit aux collecteurs d'impôts qu'ils devaient faire pour montrer une vraie repentance ?	John dit qu'ils ne doivent pas collecter plus d'argent que ce qui leur a été ordonné.

3:16	nu5n				Jean a dit aux gens qu'il baptisait avec de l'eau. Avec quoi a-t-il dit que quelqu'un allait venir baptiser ?	Jean a dit que quelqu'un allait venir qui baptiserait avec le Saint-Esprit et avec le feu.

3:19	qu43				Pourquoi Jean a-t-il réprimandé Hérode ?	Jean a réprimandé Hérode parce que celui-ci avait épousé la femme de son propre frère et avait fait beaucoup d'autres choses mauvaises.

3:20	cblf				Qui a mis John en prison ?	Hérode a mis Jean en prison.

3:21	t9le				Que s'est-il passé tout de suite après que Jean ait baptisé Jésus ?	Après le baptême de Jésus par Jean, les cieux se sont ouverts.

3:22	ppto				Qui est descendu du ciel après que Jean ait baptisé Jésus ?	L'Esprit Saint est descendu sur Jésus comme une colombe.

3:22	izpa				Qu'a dit la voix du ciel ?	La voix du ciel dit : "Tu es mon fils bien-aimé. Je suis très content de toi".

3:23	ndmr				Quel âge avait Jésus lorsqu'il a commencé à enseigner ?	Jésus avait environ 30 ans lorsqu'il a commencé à enseigner.

4:1	ti9c				Qui a conduit Jésus dans le désert ?	Le Saint-Esprit a conduit Jésus dans le désert.

4:2	qzua				Combien de temps le diable a-t-il tenté Jésus dans le désert ?	Le diable a tenté Jésus dans le désert pendant 40 jours.

4:3	jpbn				Qu'est-ce que le diable a demandé à Jésus de faire avec les pierres sur le sol ?	Le diable a dit à Jésus de transformer les pierres en pain.

4:4	ojkz				Quelle a été la réponse de Jésus au diable ?	Jésus a dit qu'il était écrit que l'homme ne vivra pas seulement de pain.

4:5	oi56				Qu'est-ce que le diable a montré à Jésus depuis un lieu élevé ?	Le diable a montré à Jésus tous les royaumes du monde.

4:7	t1ax				Que voulait faire le diable à Jésus ?	Le diable voulait que Jésus se prosterne devant lui.

4:8	j69z				Quelle a été la réponse de Jésus au diable ?	Jésus a dit qu'il était écrit que tu dois adorer le Seigneur ton Dieu, et que tu ne dois servir que lui.

4:9	plz7				Qu'est-ce que le diable a dit à Jésus de faire lorsqu'il l'a emmené au point le plus élevé du temple ?	Il a dit à Jésus de sauter en bas de là.

4:12	jttf				Quelle a été la réponse de Jésus au diable ?	Jésus a dit qu'il était écrit que tu ne dois pas mettre le Seigneur ton Dieu à l'épreuve.

4:13	aupr				Qu'a fait le diable après que Jésus ait refusé de sauter du temple ?	Le diable a laissé Jésus jusqu'à une autre fois.

4:17	wnko				Dans quel livre des Écritures Jésus a-t-il lu lorsqu'il s'est levé dans la synagogue ?	Jésus a lu un passage du prophète Isaïe.

4:21	r497				Qu'est-ce que Jésus a dit qui s'accomplissait ce jour-là ?	Jésus a dit que l'Écriture qu'il venait de lire d'Isaïe s'accomplissait ce jour-là.

4:24	wikq				Selon Jésus, quel genre d'accueil un prophète reçoit-il dans son propre pays ?	Jésus a dit qu'aucun prophète n'est accepté dans son propre pays.

4:26	pdoq				Dans le premier exemple donné par Jésus aux gens de la synagogue, où Dieu a-t-il envoyé Élie pour aider quelqu'un ?	Dieu a envoyé Élie à Zarephath, près de la ville de Sidon, pour aider une femme veuve.

4:27	ntoc				De quel pays était la personne que Dieu a fait aider par Elisée dans le deuxième exemple de Jésus aux gens de la synagogue ?	Dieu a demandé à Elisée d'aider Naaman, qui venait de Syrie.

4:28	ny7z				Comment les gens de la synagogue ont-ils réagi lorsqu'ils ont entendu ces exemples de la part de Jésus ?	Ils étaient remplis de rage.

4:29	x7xq				Comment les gens de la synagogue ont-ils essayé de tuer Jésus ?	Ils avaient prévu de le jeter du haut de la falaise sur laquelle leur ville était construite.

4:30	twbl				Comment Jésus a-t-il évité d'être tué par les gens de la synagogue ?	Jésus est passé au milieu d'eux.

4:34	dz1m				Dans la synagogue, que sait le démon qui parle à travers l'homme au sujet de Jésus ?	Le démon a dit qu'il savait que Jésus était le Saint de Dieu.

4:36	f7m7				Comment les gens ont-ils réagi après que Jésus a chassé le démon ?	Les gens étaient étonnés et ne cessaient d'en parler entre eux.

4:40	r8mt				Qu'a fait Jésus pour les malades qu'on lui amenait ?	Jésus a imposé les mains à chacun d'eux et les a guéris.

4:41	xytr				Qu'ont dit les démons lorsqu'ils ont été chassés, et pourquoi Jésus ne les a-t-il pas laissés parler ?	Les démons ont dit que Jésus était le Fils de Dieu, et Jésus ne les a pas laissés parler parce qu'ils savaient qu'il était le Christ.

4:43	qj8p				Qu'est-ce que Jésus a dit être la raison pour laquelle il a été envoyé ?	Jésus a dit qu'il avait été envoyé pour prêcher la bonne nouvelle du royaume de Dieu dans de nombreuses villes.

5:4	efbb				Après avoir utilisé le bateau de Simon comme lieu d'enseignement, que demande Jésus à Simon de faire avec son bateau ?	Emmenez le bateau vers des eaux plus profondes et laissez ses filets descendre dans l'eau pour attraper quelques poissons.

5:5	tae9				Même si Pierre n'avait rien attrapé la nuit précédente, qu'a-t-il fait ?	Il a obéi et a laissé tomber les filets.

5:6	wnvw				Que s'est-il passé quand ils ont laissé tomber les filets ?	Ils ont ramassé tant de poissons que leurs filets ont commencé à se briser.

5:8	inzb				Qu'est-ce que Simon voulait alors que Jésus fasse ? Pourquoi ?	Simon voulait que Jésus s'éloigne de lui parce que Simon savait qu'il (Simon) était un homme pécheur.

5:10	m4zr				Qu'a dit Jésus à Simon au sujet de son futur travail ?	Jésus a dit que dorénavant, Simon attraperait des hommes.

5:15	fsjg				À cette époque, qui venait écouter Jésus enseigner et être guéri de ses maladies ?	De grandes foules de gens venaient à Jésus.

5:20	rbbe				Qu'a dit Jésus à l'homme paralysé que ses amis ont laissé descendre par le toit de la maison ?	Jésus lui a dit que ses péchés lui étaient pardonnés.

5:21	ykea				Pourquoi les scribes et les pharisiens ont-ils pensé que cette déclaration était un blasphème ?	Ils ont dit que les paroles de Jésus étaient un blasphème car Dieu seul peut pardonner les péchés.

5:24	cf3m				Quelle autorité sur terre Jésus a-t-il démontré qu'il avait lorsqu'il a guéri l'homme paralytique de cette manière ?	Jésus a guéri l'homme pour qu'ils sachent qu'il avait l'autorité sur terre pour pardonner les péchés.

5:32	g2e5				Lorsque Jésus mangeait et buvait dans la maison de Lévi, qu'a-t-il dit qu'il était venu faire ?	Il est venu pour appeler les pécheurs à la repentance.

5:35	a1ts				Quand Jésus a-t-il dit que ses disciples devaient jeûner ?	Jésus a dit que ses disciples jeûneraient après qu'il (Jésus) leur ait été enlevé.

5:36	qa45				Dans la parabole de Jésus, que se passera-t-il si un nouveau morceau de tissu est utilisé pour réparer un vieux vêtement ?	Le nouveau se déchirera, et l'ancien ne correspondra pas à la pièce qui provient du nouveau.

5:37	w21b				Dans la deuxième parabole de Jésus, que se passera-t-il si l'on met du vin nouveau dans de vieilles outres ?	A. Le vin nouveau fera éclater les outres, il se répandra, et les outres seront détruites.

5:38	wc0p				Qu'est-ce que Jésus a dit qu'il fallait faire pour conserver correctement le vin nouveau ?	Le vin nouveau doit être mis dans des peaux de vin frais.

6:1	eiyn				Que faisaient les disciples de Jésus le jour du sabbat alors que les Pharisiens disaient que c'était contre la loi ?	Ils cueillaient des épis, les frottaient entre leurs mains et mangeaient le grain.

6:5	j2t9				Quel titre Jésus a-t-il revendiqué pour lui-même qui lui donnait l'autorité de dire ce qu'il était licite de faire le jour du sabbat ?	Jésus a revendiqué le titre de Seigneur du sabbat.

6:11	hmcc				Lorsque Jésus a guéri l'homme à la main ratatinée le jour du sabbat, comment les scribes et les pharisiens ont-ils réagi ?	Ils étaient remplis de rage et parlaient de ce qu'ils pourraient faire à Jésus.

6:13	zr2s				Quel nom Jésus a-t-il donné aux 12 hommes qu'il a choisis sur la montagne ?	Jésus les a appelés "apôtres".

6:20	a30a				Quel genre de personnes sont bénies, selon Jésus ?	Ceux qui sont pauvres sont bénis.

6:21	fjad				Quel genre de personnes sont bénies, selon Jésus ?	Ceux qui pleurent sont bénis.

6:22	q4f9				Quel genre de personnes sont bénies, selon Jésus ?	Ceux qui sont haïs, insultés et rejetés à cause du Fils de l'homme sont bénis.

6:23	sugy				Selon Jésus, pourquoi ces personnes devraient-elles se réjouir et sauter de joie ?	Ils doivent se réjouir car ils auront une grande récompense au ciel.

6:27	dyy2				Comment Jésus a-t-il dit que ses disciples devaient traiter leurs ennemis et ceux qui les haïssent ?	Ils doivent aimer leurs ennemis et faire du bien à ceux qui les détestent.

6:35	lx9x				Quelle est l'attitude du Père très haut à l'égard des personnes ingrates et mauvaises ?	Il est bon et miséricordieux envers eux.

6:42	jam3				Avant d'enlever la paille de l'œil de notre frère, qu'est-ce que Jésus a dit que nous devions faire ?	Tout d'abord, nous devons enlever la bûche de nos propres yeux afin de pouvoir voir clairement pour enlever la paille de l'œil de notre frère.

6:45	qxfm				Qu'est-ce qui sort du bon trésor dans le cœur d'un homme bon ?	Du bon trésor du cœur d'un homme bon, ce qui sort est bon.

6:45	lk20				Que produit un homme mauvais ?	Un homme mauvais produit ce qui est mauvais.

6:47	se5n				Selon Jésus, à quoi ressemble la personne qui entend et met en pratique les paroles de Jésus ?	Il est comme un homme qui construit une maison sur la roche solide, afin que sa maison survive à l'inondation.

6:49	i6u0				A quoi ressemble la personne qui entend les paroles de Jésus et n'y obéit pas ?	Il est comme un homme qui construit une maison sans fondations, de sorte qu'elle s'effondre lorsque le déluge arrive.

7:3	elok				Qu'est-ce que le centurion a d'abord demandé à Jésus lorsqu'il a envoyé les anciens juifs à Jésus ?	Il demande à Jésus de venir guérir son esclave.

7:6	pqmt				Pourquoi le centurion a-t-il ensuite envoyé des amis pour dire à Jésus qu'il n'avait pas à venir à la maison ?	Le centurion a dit qu'il n'était pas digne que Jésus vienne chez lui.

7:7	bsmv				Comment le centurion a-t-il alors voulu que Jésus guérisse l'esclave ?	Le centurion voulait alors que Jésus guérisse l'esclave en disant simplement un mot.

7:9	qlsd				Qu'a dit Jésus à propos de la foi du centurion ?	Jésus a dit que même en Israël, il n'avait trouvé personne avec une telle foi.

7:13	r92j				Quelle a été l'attitude de Jésus envers la veuve dont le fils unique était mort ?	Il était ému de compassion.

7:16	ab9a				Qu'ont dit les gens de Jésus après qu'il ait ressuscité le fils de la veuve ?	Ils ont dit qu'un grand prophète avait été suscité parmi eux, et que Dieu avait visité son peuple.

7:22	vhdw				Comment Jésus a-t-il démontré aux disciples de Jean qu'il était celui qui allait venir ?	Jésus a guéri les aveugles, les boiteux, les lépreux et les sourds, et il a ressuscité les morts.

7:26	tixf				Qu'est-ce que Jésus a dit que Jean était ?	Jésus a dit que Jean était bien plus qu'un prophète.

7:30	fkr1				Que se sont infligés les pharisiens et les experts de la loi juive lorsqu'ils ont refusé d'être baptisés par Jean ?	Ils ont rejeté le dessein de Dieu pour eux-mêmes.

7:33	k4yg				Quelle accusation a été portée contre Jean le Baptiseur parce qu'il ne mangeait pas de pain et ne buvait pas de vin ?	Ils ont dit : "Il a un démon."

7:34	jkzs				Quelle accusation a été portée contre Jésus parce qu'il est venu manger et boire ?	Ils ont dit : "C'est un glouton et un ivrogne."

7:38	xjeo				Qu'a fait la femme de la ville à Jésus dans la maison du pharisien ?	Elle a mouillé les pieds de Jésus avec ses larmes, les a essuyés avec ses cheveux, a embrassé ses pieds et les a oints d'huile parfumée.

7:47	yz8l				Selon Jésus, quelle était la raison pour laquelle la femme aimait beaucoup ?	Elle a beaucoup aimé parce que ses péchés, qui étaient nombreux, ont été pardonnés.

7:49	zj8i				Comment les personnes assises à la table ont-elles réagi lorsque Jésus a dit à la femme que ses péchés étaient pardonnés ?	Ils ont demandé : "Qui est celui-ci, qui pardonne même les péchés ?"

8:3	txmu				Qu'est-ce qu'un grand groupe de femmes a fait pour Jésus et ses disciples ?	Les femmes les servaient avec leurs propres biens.

8:11	ubfy				Dans la parabole de Jésus, quelle est la graine qui est semée ?	La semence est la parole de Dieu.

8:12	ieeb				Qui sont les graines qui tombent au bord du chemin, et que leur arrive-t-il ?	Ce sont des gens qui entendent la parole, mais ensuite le diable vient et l'enlève afin qu'ils ne puissent pas croire et être sauvés.

8:13	i5xv				Qui sont les graines qui tombent sur le sol rocailleux, et que leur arrive-t-il ?	Il s'agit de personnes qui reçoivent la parole avec joie, mais qui tombent ensuite pendant une période de test.

8:14	xpgl				Qui sont les graines qui tombent parmi les épines, et que leur arrive-t-il ?	Ce sont des gens qui entendent la parole, mais qui sont ensuite étouffés par les soucis, les richesses et les plaisirs de cette vie, et ils ne produisent pas de fruits mûrs.

8:15	tpqt				Qui sont les graines qui tombent sur la bonne terre, et que leur arrive-t-il ?	Ce sont des personnes qui entendent la parole, s'y accrochent et produisent du fruit avec endurance.

8:21	cx2n				Qui, selon Jésus, sont sa mère et ses frères ?	Jésus a dit que les personnes qui entendent la parole de Dieu et y obéissent sont sa mère et ses frères.

8:25	pa23				Qu'ont dit les disciples lorsque Jésus a calmé les vents et les eaux ?	Ils dirent : "Qui est celui-ci, qui commande même aux vents et aux eaux, et qui leur obéit ?"

8:29	av16				Qu'est-ce que les démons ont fait faire à l'homme de la région des Géraséniens ?	Ils l'ont fait vivre sans vêtements dans les tombes, ils lui ont fait briser des chaînes et des entraves, et ils l'ont souvent conduit dans le désert.

8:33	i745				Où sont allés les démons après que Jésus leur ait ordonné de quitter l'homme ?	Les démons sont entrés dans un troupeau de porcs, qui se sont précipités dans le lac et se sont noyés.

8:39	z7k5				Qu'est-ce que Jésus a dit à l'homme d'aller faire ?	Jésus lui dit d'aller dans sa maison et de décrire tout ce que Dieu a fait pour lui.

8:48	p21r				Selon Jésus, qu'est-ce qui avait provoqué la guérison de la femme qui saignait ?	Elle a été guérie grâce à sa foi en Jésus.

8:55	jgt8				Qu'a fait Jésus dans la maison de Jaïrus ?	Jésus a ressuscité la fille de Jaïrus.

9:2	u637				Qu'est-ce que Jésus a envoyé les Douze faire ?	Jésus les a envoyés proclamer le royaume de Dieu et guérir les malades.

9:7	icz0				Pourquoi Hérode était-il perplexe lorsqu'il a appris ce qui se passait ?	Il était perplexe parce que certains disaient que Jean le Baptiseur était ressuscité des morts.

9:8	mtis				Qui d'autre, selon les gens, pourrait être à l'origine de ce qui se passe ?	Certains ont dit qu'Elijah était apparu, et d'autres qu'un ancien prophète s'était levé.

9:13	l3uk				Quelle nourriture les disciples avaient-ils pour nourrir la foule ?	Ils avaient cinq pains et deux poissons.

9:14	nid6				Combien d'hommes suivaient Jésus dans la foule qui se trouvait dans le lieu désert ?	Environ 5000 hommes étaient dans la foule.

9:16	eg5d				Qu'a fait Jésus avec les cinq pains et les deux poissons ?	Il leva les yeux au ciel, les bénit, les brisa en morceaux et les donna aux disciples pour qu'ils les distribuent à la foule.

9:17	k35i				Combien de paniers de restes de nourriture y avait-il ?	Il y avait 12 paniers remplis de restes de nourriture.

9:20	r6in				Lorsque Jésus a demandé aux disciples qui il était, qu'a répondu Pierre ?	Il a dit : "Le Christ de Dieu."

9:23	zvgf				Jésus a dit que si quelqu'un veut venir après lui, il doit faire quoi ?	Il doit renoncer à lui-même, prendre sa croix chaque jour et suivre Jésus.

9:29	agyq				Qu'est-il arrivé à l'apparition de Jésus sur la montagne ?	L'apparence de son visage est devenue différente, et ses vêtements ont brillé comme des éclairs.

9:30	wo95				Qui est apparu avec Jésus ?	Moïse et Elie sont apparus avec Jésus.

9:35	w8ap				Qu'a dit la voix provenant de la nuée qui les couvrait ?	La voix dit : "Celui-ci est mon Fils, celui qui a été choisi ; écoutez-le."

9:39	dl2i				Avant que Jésus ne chasse le démon, qu'a-t-il fait faire au fils de l'homme ?	Le démon le faisait crier et avoir des convulsions avec de l'écume.

9:44	n9w8				Quelle déclaration Jésus a-t-il faite aux disciples qu'ils n'ont pas comprise ?	Il a dit : "Le Fils de l'homme sera livré aux mains des hommes."

9:48	nspo				Qui, selon Jésus, est celui qui est grand parmi les disciples ?	Celui qui est le plus petit parmi eux est celui qui est le plus grand.

9:51	e4t5				À l'approche des jours où Jésus devait monter au ciel, qu'a-t-il fait ?	Il s'est mis en tête d'aller à Jérusalem.

9:62	szmh				Pour être apte au royaume de Dieu, qu'est-ce qu'une personne ne doit pas faire une fois qu'elle a "mis la main à la charrue" ?	Cette personne ne doit pas regarder en arrière.

10:4	fmh0				Qu'est-ce que Jésus a dit aux 70 de ne pas emporter avec eux ?	Il leur a dit de ne pas porter de sac d'argent, de sac à dos ou de sandales.

10:9	iuct				Qu'est-ce que Jésus a dit aux 70 personnes de faire dans chaque ville ?	Il leur a dit de guérir les malades et de dire aux gens : " Le royaume de Dieu s'est approché de vous. "

10:12	op7j				Si une ville ne recevait pas ceux que Jésus lui a envoyés, quel serait le jugement de cette ville ?	Ce serait pire pour eux que le jugement sur Sodome.

10:20	ziwo				Lorsque les 70 sont revenus et ont rapporté avec joie qu'ils étaient capables de chasser les démons, que leur a dit Jésus ?	Il a dit : "Réjouissez-vous que vos noms soient inscrits dans les cieux."

10:21	fjku				A qui Jésus a-t-il dit qu'il était agréable pour le Père de révéler le royaume de Dieu ?	Il était agréable pour le Père de révéler le royaume de Dieu à ceux qui ne sont pas instruits, comme des enfants.

10:27	w64k				Selon Jésus, qu'est-ce que la loi juive dit qu'une personne doit faire pour hériter de la vie éternelle ?	Tu dois aimer le Seigneur ton Dieu de tout ton cœur, de toute ton âme, de toute ta force et de toute ta pensée, et ton prochain comme toi-même.

10:31	x812				Dans la parabole de Jésus, que fait le prêtre juif lorsqu'il voit l'homme à moitié mort sur la route ?	Il est passé de l'autre côté de la route.

10:32	t8ik				Qu'a fait le Lévite quand il a vu l'homme ?	Il est passé de l'autre côté de la route.

10:34	czk3				Qu'a fait le Samaritain quand il a vu l'homme ?	Il pansa ses blessures, le mit sur son animal, l'amena dans une auberge et prit soin de lui.

10:37	ab3v				Après avoir raconté la parabole, qu'est-ce que Jésus a dit à l'enseignant de la loi juive d'aller faire ?	Allez et faites preuve de miséricorde comme le Samaritain de la parabole.

10:39	ejbf				Qu'a fait Mary au même moment ?	Elle s'est assise aux pieds de Jésus et l'a écouté.

10:40	njpz				Comment Marthe a-t-elle agi lorsque Jésus est venu chez elle ?	Elle était distraite par son service.

10:42	gnoc				Qui, selon Jésus, a choisi la meilleure chose à faire ?	Il a dit que Marie avait choisi la bonne part qui ne lui serait pas enlevée.

11:3	x3s1				Que voulait Jésus que ses disciples prient pour qu'il arrive au nom du Père ?	Il voulait qu'ils prient pour que le nom du Père soit sanctifié.

11:4	nxgh				Alors que nous demandons à Dieu de pardonner nos péchés, que devrions-nous faire à propos des autres personnes qui pèchent contre nous ?	Nous devons leur pardonner comme Dieu nous a pardonné.

11:8	u5vi				Dans la parabole de Jésus, pourquoi l'homme s'est-il levé pour donner du pain à son ami à minuit ?	Grâce à la persistance de son ami.

11:13	zda1				Que donnera le Père qui est aux cieux à ceux qui le lui demandent ?	Il leur donnera le Saint-Esprit.

11:15	vyas				Quand ils l'ont vu chasser des démons, qu'est-ce que certains ont accusé Jésus de faire ?	Ils l'ont accusé de chasser les démons par Béelzébul, le chef des démons.

11:20	kpkl				Par quelle puissance Jésus a-t-il répondu qu'il chassait les démons ?	Il a dit qu'il chassait les démons par le doigt de Dieu.

